location,realm,normalized_x,normalized_y,region,biome_id,distance_to_capital,forced,contract,verdict
me_land_3802,RHU,0.7394383,0.1895457,me_rhun_region,1,0.0859697,no,western Rhûn polity north and east of Dorwinion,accepted_frontier_polygon
me_land_3803,BEO,0.5477411,0.1729360,me_mirkwood_region,3,0.0378644,no,Beorning crossings and upper Anduin vales,accepted_source_side_envelope
me_land_3804,WILD,0.4202686,0.3082560,me_enedwaith_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_3805,MOR,0.6354090,0.5652174,me_mordor_region,1,0.0191726,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_3806,RHU,0.6913309,0.2188569,me_rhun_region,1,0.1603908,no,western Rhûn polity north and east of Dorwinion,accepted_frontier_polygon
me_land_3807,WILD,0.7328449,0.9916952,me_far_harad_region,10,,no,deliberately unclaimed,wild_unclaimed
me_land_3808,WILD,0.7938950,0.0429897,me_northern_wastes_region,1,,no,deliberately unclaimed,wild_forodwaith
me_land_3809,UMB,0.5470085,0.9604299,me_umbar_region,10,0.0787267,no,Umbar coast and corsair hinterland,accepted_source_side_envelope
me_land_3810,KHA,0.7931624,0.7205667,me_khand_region,9,0.0780359,no,"Khand east and southeast of Mordor, excluding Far Harad",accepted_frontier_polygon
me_land_3811,WILD,0.7709402,0.1025892,me_northern_wastes_region,1,,no,deliberately unclaimed,wild_forodwaith
me_land_3812,WILD,0.6126984,0.3150953,me_mirkwood_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_3813,HFA,0.6239316,0.9643381,me_far_harad_region,10,0.0784212,no,represented northern fringe of Far Harad,accepted_frontier_polygon
me_land_3814,GON,0.5658120,0.6023449,me_anorien_region,1,0.0262832,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_3815,WILD,0.5926740,0.8954568,me_near_harad_region,10,,no,deliberately unclaimed,wild_unclaimed
me_land_3816,GON,0.5389499,0.7093307,me_lebennin_region,1,0.1255509,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_3817,HFA,0.6656899,0.9711773,me_far_harad_region,10,0.1621885,no,represented northern fringe of Far Harad,accepted_frontier_polygon
me_land_3818,WILD,0.6141636,0.4723986,me_brown_lands_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_3819,WILD,0.7958486,0.0014656,me_northern_wastes_region,1,,no,deliberately unclaimed,wild_forodwaith
me_land_3820,HFA,0.5746032,0.9521251,me_far_harad_region,10,0.0209915,no,represented northern fringe of Far Harad,accepted_frontier_polygon
me_land_3821,RAN,0.4747253,0.2598925,me_north_arnor_region,1,0.0101224,no,The Angle and immediate Ranger refuge,accepted_source_side_envelope
me_land_3822,WILD,0.8349206,0.4596971,me_rhun_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_3823,GON,0.5274725,0.5627748,me_anorien_region,1,0.1124030,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_3824,RHU,0.7335775,0.1289692,me_rhun_region,1,0.1412616,no,western Rhûn polity north and east of Dorwinion,accepted_frontier_polygon
me_land_3825,WILD,0.8126984,0.6209086,me_mordor_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_3826,WILD,0.7130647,0.8764045,me_khand_region,10,,no,deliberately unclaimed,wild_unclaimed
me_land_3827,WDM,0.5531136,0.2926234,me_mirkwood_region,1,0.0192429,no,Arda Maps Mirkwood polygon: western Woodmen settlements; Woodmen settlements in western Mirkwood; Woodmen clearings along western and central Mirkwood,accepted_source_zone_overlap
me_land_3828,BRE,0.4021978,0.2442599,me_shire_breeland_region,1,0.0123064,no,Bree-land's four-village crossroads,accepted_source_side_envelope
me_land_3829,WILD,0.5880342,0.3947240,me_brown_lands_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_3830,WILD,0.4727717,0.2271617,me_north_arnor_region,2,,no,deliberately unclaimed,wild_unclaimed
me_land_3831,WILD,0.6822955,0.2804104,me_rhun_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_3832,WILD,0.8029304,0.5632633,me_mordor_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_3833,WILD,0.6984127,0.4318515,me_rhun_region,1,,no,deliberately unclaimed,wild_buffer
me_land_3834,RHU,0.7174603,0.2843185,me_rhun_region,9,0.1105415,no,western Rhûn polity north and east of Dorwinion,accepted_frontier_polygon
me_land_3835,WOO,0.5726496,0.1758671,me_mirkwood_region,3,0.0262322,no,Arda Maps Mirkwood polygon: northern/eastern Woodland Realm; Thranduil's northern and eastern Mirkwood; Woodland Realm in northern and northeastern Mirkwood,accepted_source_zone_overlap
me_land_3836,FAN,0.4986569,0.4118222,me_anduin_vale_region,3,0.0505463,no,Arda Maps Fangorn physical woodland polygon; Fangorn source forest and Entwash headwaters,accepted_source_zone_overlap
me_land_3837,WILD,0.8134310,0.0102589,me_northern_wastes_region,1,,no,deliberately unclaimed,wild_forodwaith
me_land_3838,DOR,0.7189255,0.3307279,me_rhun_region,1,0.0715374,no,Dorwinion around the northwest Sea of Rhûn,accepted_source_side_envelope
me_land_3839,DOR,0.6622711,0.3004397,me_rhun_region,9,0.0677116,no,Dorwinion around the northwest Sea of Rhûn,accepted_source_side_envelope
me_land_3840,WILD,0.8317460,0.8426966,me_khand_region,10,,no,deliberately unclaimed,wild_unclaimed
me_land_3841,GON,0.5899878,0.7215437,me_south_gondor_region,9,0.1127537,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_3842,WOO,0.6012210,0.2261847,me_mirkwood_region,3,0.0779071,no,Arda Maps Mirkwood polygon: northern/eastern Woodland Realm; Thranduil's northern and eastern Mirkwood; Woodland Realm in northern and northeastern Mirkwood,accepted_source_zone_overlap
me_land_3843,WILD,0.4710623,0.4489497,me_rohan_region,1,,no,deliberately unclaimed,wild_reviewed_component: northern mountain-side spur beyond compact connected Nan Curunir
me_land_3844,ROH,0.5286935,0.4421104,me_rohan_region,9,0.1134141,no,"The Mark between Isen, Anduin, and White Mountains",accepted_source_side_envelope
me_land_3845,GON,0.5811966,0.5989253,me_anorien_region,2,0.0137741,no,beacon: Eilenach is a maintained Gondorian warning beacon.,accepted_required_frontier_owner
me_land_3846,UMB,0.4942613,0.8861749,me_umbar_region,1,0.0582708,no,Umbar coast and corsair hinterland,accepted_source_side_envelope
me_land_3847,DOR,0.6923077,0.3678554,me_rhun_region,9,0.0225900,no,Dorwinion around the northwest Sea of Rhûn,accepted_source_side_envelope
me_land_3848,RH2,0.8315018,0.3429409,me_rhun_region,9,0.0633979,no,southeastern Rhûn wain-kingdom beyond the Sea of Rhûn,accepted_frontier_polygon
me_land_3849,GON,0.4173382,0.6111383,me_belfalas_region,1,0.3216596,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_3850,WILD,0.6205128,0.3688324,me_mirkwood_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_3851,WILD,0.5750916,0.9985344,me_far_harad_region,10,,no,deliberately unclaimed,wild_unclaimed
me_land_3852,WILD,0.5409035,0.3727406,me_anduin_vale_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_3853,LOS,0.3096459,0.1182218,me_forochel_region,1,0.0833051,no,Lossoth settlements around the Icebay,accepted_source_side_envelope
me_land_3854,RH3,0.8268620,0.2032242,me_rhun_region,1,0.0140977,no,northeastern Rhûn confederation beyond the Iron Hills,accepted_frontier_polygon
me_land_3855,WILD,0.7689866,0.6428920,me_mordor_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_3856,WILD,0.8327228,0.0000000,me_northern_wastes_region,1,,no,deliberately unclaimed,wild_forodwaith
me_land_3857,RHU,0.7115995,0.1465559,me_rhun_region,1,0.1560229,no,western Rhûn polity north and east of Dorwinion,accepted_frontier_polygon
me_land_3858,GON,0.5504274,0.7034685,me_lebennin_region,1,0.1075823,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_3859,MOR,0.6329670,0.6414265,me_mordor_region,1,0.0714424,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_3860,HFA,0.6073260,0.9384465,me_far_harad_region,10,0.0476216,no,represented northern fringe of Far Harad,accepted_frontier_polygon
me_land_3861,DOR,0.6732601,0.3531998,me_rhun_region,9,0.0228804,no,Dorwinion around the northwest Sea of Rhûn,accepted_source_side_envelope
me_land_3862,WILD,0.6503053,0.9970689,me_far_harad_region,10,,no,deliberately unclaimed,wild_unclaimed
me_land_3863,WILD,0.3536020,0.2975085,me_enedwaith_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_3864,WILD,0.4363858,0.1773327,me_north_arnor_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_3865,ROH,0.5379731,0.5114802,me_rohan_region,1,0.0830829,no,"The Mark between Isen, Anduin, and White Mountains",accepted_source_side_envelope
me_land_3866,KHA,0.7235653,0.7840743,me_khand_region,9,0.0779853,no,"Khand east and southeast of Mordor, excluding Far Harad",accepted_frontier_polygon
me_land_3867,HRA,0.6630037,0.8734734,me_near_harad_region,10,0.0242428,no,"Qarsad's inland Near Harad sphere, separated from Harnendor and Khand",accepted_frontier_polygon
me_land_3868,WILD,0.3914530,0.2852956,me_shire_breeland_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_3869,BRE,0.4021978,0.2076209,me_shire_breeland_region,1,0.0243800,no,Bree-land's four-village crossroads,accepted_source_side_envelope
me_land_3870,ANG,0.4573871,0.1426478,me_north_arnor_region,1,0.0189209,no,compact Mount Gram remnant with Carn Dum retained only as a forced fastness,accepted_frontier_polygon
me_land_3871,UMB,0.5247863,0.8456277,me_near_harad_region,9,0.0949912,no,Umbar coast and corsair hinterland,accepted_source_side_envelope
me_land_3872,RH2,0.8024420,0.4064485,me_rhun_region,9,0.0566594,no,southeastern Rhûn wain-kingdom beyond the Sea of Rhûn,accepted_frontier_polygon
me_land_3873,BEO,0.5487179,0.2296043,me_mirkwood_region,3,0.0506538,no,Beorning crossings and upper Anduin vales,accepted_source_side_envelope
me_land_3874,SHI,0.3401709,0.2066439,me_shire_breeland_region,1,0.0256103,no,Shire bounds west of the Brandywine,accepted_source_side_envelope
me_land_3875,GON,0.4669109,0.5730337,me_belfalas_region,1,0.2257800,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_3876,MOR,0.6810745,0.5486077,me_mordor_region,1,0.0781206,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_3877,KHA,0.7948718,0.7884709,me_khand_region,9,0.0938416,no,"Khand east and southeast of Mordor, excluding Far Harad",accepted_frontier_polygon
me_land_3878,HNE,0.6136752,0.8060576,me_near_harad_region,1,0.0519675,no,Harnendor between the Poros approaches and the Harnen,accepted_frontier_polygon
me_land_3879,RHU,0.7523810,0.1773327,me_rhun_region,1,0.0807605,no,western Rhûn polity north and east of Dorwinion,accepted_frontier_polygon
me_land_3880,GON,0.4771673,0.5994138,me_belfalas_region,1,0.2023506,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_3881,LIN,0.2796093,0.2628236,me_lindon_region,1,0.0695334,no,Lindon west of the Blue Mountains,accepted_source_side_envelope
me_land_3882,MOR,0.6732601,0.6057645,me_mordor_region,1,0.0667288,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_3883,MOA,0.4830281,0.3649243,me_enedwaith_region,1,0.0325610,no,Moria and immediate Dimrill/Sirannon approaches,accepted_source_side_envelope
me_land_3884,WILD,0.6954823,0.0771861,me_northern_wastes_region,5,,no,deliberately unclaimed,wild_forodwaith
me_land_3885,WILD,0.5450549,0.2765022,me_mirkwood_region,1,,no,deliberately unclaimed,wild_buffer
me_land_3886,KHA,0.8249084,0.7796776,me_khand_region,9,0.1454301,no,"Khand east and southeast of Mordor, excluding Far Harad",accepted_frontier_polygon
me_land_3887,BRE,0.3936508,0.2149487,me_shire_breeland_region,1,0.0247652,no,Bree-land's four-village crossroads,accepted_source_side_envelope
me_land_3888,WILD,0.8266178,0.5486077,me_mordor_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_3889,MOR,0.6986569,0.6536395,me_mordor_region,8,0.1354524,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_3890,WILD,0.4268620,0.3326820,me_enedwaith_region,6,,no,deliberately unclaimed,wild_unclaimed
me_land_3891,WILD,0.5528694,0.0713239,me_northern_wastes_region,5,,no,deliberately unclaimed,wild_forodwaith
me_land_3892,WILD,0.5294261,0.3351246,me_anduin_vale_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_3893,SHI,0.3328449,0.2510992,me_shire_breeland_region,1,0.0346050,no,Shire bounds west of the Brandywine,accepted_source_side_envelope
me_land_3894,WOO,0.5963370,0.2887152,me_mirkwood_region,3,0.1336091,no,Arda Maps Mirkwood polygon: northern/eastern Woodland Realm; Thranduil's northern and eastern Mirkwood; Woodland Realm in northern and northeastern Mirkwood,accepted_source_zone_overlap
me_land_3895,WILD,0.6280830,0.2628236,me_mirkwood_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_3896,WILD,0.3548230,0.3258427,me_enedwaith_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_3897,WILD,0.7404151,0.6096727,me_mordor_region,8,,no,deliberately unclaimed,wild_unclaimed
me_land_3898,WILD,0.7194139,0.4040059,me_rhun_region,1,,no,deliberately unclaimed,wild_reviewed_component: isolated western tip beyond the continuous southeastern Rhûn claim
me_land_3899,GON,0.5562882,0.7298486,me_lebennin_region,9,0.1263710,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_3900,WILD,0.4258852,0.1993161,me_north_arnor_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_3901,GON,0.3968254,0.5788959,me_belfalas_region,1,0.3641295,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_3902,WILD,0.6168498,0.5124573,me_brown_lands_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_3903,SHI,0.3391941,0.2349780,me_shire_breeland_region,1,0.0152322,no,Shire bounds west of the Brandywine,accepted_source_side_envelope
me_land_3904,IRO,0.6532357,0.1690278,me_rhun_region,1,0.0439600,no,Iron Hills source label and adjacent holds,accepted_source_side_envelope
me_land_3905,WILD,0.5963370,0.6448461,me_ithilien_region,1,,no,deliberately unclaimed,wild_ithilien
me_land_3906,WILD,0.4227106,0.3512457,me_enedwaith_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_3907,HNE,0.6280830,0.8500244,me_near_harad_region,9,0.0606630,no,Harnendor between the Poros approaches and the Harnen,accepted_frontier_polygon
me_land_3908,WILD,0.6073260,0.4274548,me_brown_lands_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_3909,WILD,0.6021978,0.5632633,me_ithilien_region,1,,no,deliberately unclaimed,wild_ithilien
me_land_3910,DOR,0.6898657,0.4005862,me_rhun_region,9,0.0504383,no,Dorwinion around the northwest Sea of Rhûn,accepted_source_side_envelope
me_land_3911,WILD,0.3802198,0.4479726,me_enedwaith_region,1,,no,deliberately unclaimed,wild_enedwaith
me_land_3912,WILD,0.4012210,0.3019052,me_enedwaith_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_3913,WILD,0.8351648,0.5652174,me_mordor_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_3914,UMB,0.5860806,0.8978994,me_near_harad_region,10,0.1574682,no,Umbar coast and corsair hinterland,accepted_source_side_envelope
me_land_3915,WILD,0.6063492,0.6995603,me_ithilien_region,1,,no,deliberately unclaimed,wild_ithilien
me_land_3916,GON,0.5614164,0.7479238,me_lebennin_region,9,0.1406756,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_3917,UMB,0.5716728,0.8817782,me_near_harad_region,9,0.1352543,no,Umbar coast and corsair hinterland,accepted_source_side_envelope
me_land_3918,HFA,0.5897436,0.9501710,me_far_harad_region,10,0.0106455,no,represented northern fringe of Far Harad,accepted_frontier_polygon
me_land_3919,KHA,0.7924298,0.7616023,me_khand_region,9,0.0780214,no,"Khand east and southeast of Mordor, excluding Far Harad",accepted_frontier_polygon
me_land_3920,WILD,0.5907204,0.0019541,me_northern_wastes_region,5,,no,deliberately unclaimed,wild_forodwaith
me_land_3921,WILD,0.4180708,0.2823644,me_north_arnor_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_3922,MOR,0.6654457,0.5246702,me_mordor_region,9,0.0649321,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_3923,HRA,0.6974359,0.9115779,me_far_harad_region,10,0.0611735,no,"Qarsad's inland Near Harad sphere, separated from Harnendor and Khand",accepted_frontier_polygon
me_land_3924,MOR,0.6168498,0.5207621,me_mordor_region,9,0.0757778,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_3925,WILD,0.3636142,0.1240840,me_north_arnor_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_3926,GON,0.5826618,0.6785540,me_south_gondor_region,1,0.0678558,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_3927,SHI,0.3550672,0.2799218,me_shire_breeland_region,1,0.0537111,no,Shire bounds west of the Brandywine,accepted_source_side_envelope
me_land_3928,DOR,0.6803419,0.4084025,me_rhun_region,9,0.0578156,no,Dorwinion around the northwest Sea of Rhûn,accepted_source_side_envelope
me_land_3929,WILD,0.6344322,0.0107474,me_northern_wastes_region,5,,no,deliberately unclaimed,wild_forodwaith
me_land_3930,MOR,0.6354090,0.7142159,me_mordor_region,8,0.1417628,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_3931,MOR,0.6703297,0.6844162,me_mordor_region,8,0.1227275,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_3932,HRA,0.6595849,0.8519785,me_near_harad_region,10,0.0357111,no,"Qarsad's inland Near Harad sphere, separated from Harnendor and Khand",accepted_frontier_polygon
me_land_3933,WILD,0.6236874,0.4831461,me_brown_lands_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_3934,WILD,0.7335775,0.0918417,me_northern_wastes_region,1,,no,deliberately unclaimed,wild_forodwaith
me_land_3935,WILD,0.6971917,0.4567660,me_rhun_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_3936,GOB,0.5086691,0.2261847,me_anduin_vale_region,1,0.0346703,no,Goblin-town and High Pass under the Misty Mountains,accepted_source_side_envelope
me_land_3937,LIN,0.2446886,0.2276502,me_lindon_region,1,0.1289470,no,Lindon west of the Blue Mountains,accepted_source_side_envelope
me_land_3938,MOR,0.6588523,0.6424035,me_mordor_region,8,0.0749825,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_3939,DOR,0.6901099,0.3346361,me_rhun_region,9,0.0198599,no,Dorwinion around the northwest Sea of Rhûn,accepted_source_side_envelope
me_land_3940,HNE,0.6686203,0.8080117,me_near_harad_region,9,0.0612922,no,Harnendor between the Poros approaches and the Harnen,accepted_frontier_polygon
me_land_3941,MOR,0.6568987,0.5686370,me_mordor_region,8,0.0261515,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_3942,WILD,0.3709402,0.3190034,me_enedwaith_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_3943,GON,0.5697192,0.7181241,me_lebennin_region,1,0.1081562,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_3944,WILD,0.4290598,0.5114802,me_enedwaith_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_3945,KHA,0.7130647,0.7874939,me_khand_region,9,0.0974805,no,"Khand east and southeast of Mordor, excluding Far Harad",accepted_frontier_polygon
me_land_3946,HRA,0.7015873,0.9169516,me_far_harad_region,10,0.0709366,no,"Qarsad's inland Near Harad sphere, separated from Harnendor and Khand",accepted_frontier_polygon
me_land_3947,WILD,0.5946276,0.8759160,me_near_harad_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_3948,WILD,0.4434676,0.2427943,me_north_arnor_region,1,,no,deliberately unclaimed,wild_buffer
me_land_3949,ROH,0.5177045,0.4386908,me_rohan_region,9,0.1066528,no,"The Mark between Isen, Anduin, and White Mountains",accepted_source_side_envelope
me_land_3950,RH3,0.8358974,0.2022472,me_rhun_region,1,0.0318742,no,northeastern Rhûn confederation beyond the Iron Hills,accepted_frontier_polygon
me_land_3951,MOR,0.6659341,0.5471422,me_mordor_region,1,0.0510942,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_3952,ROH,0.5101343,0.5554470,me_rohan_region,1,0.0286472,no,"The Mark between Isen, Anduin, and White Mountains",accepted_source_side_envelope
me_land_3953,WILD,0.6803419,0.4802149,me_rhun_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_3954,DAM,0.5018315,0.6722032,me_belfalas_region,1,0.0254936,no,Dol Amroth and Belfalas peninsula,accepted_source_side_envelope
me_land_3955,WILD,0.3711844,0.3282853,me_enedwaith_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_3956,RH2,0.7575092,0.4557890,me_rhun_region,9,0.1356952,no,southeastern Rhûn wain-kingdom beyond the Sea of Rhûn,accepted_frontier_polygon
me_land_3957,UMB,0.5599512,0.8099658,me_near_harad_region,9,0.1610055,no,Umbar coast and corsair hinterland,accepted_source_side_envelope
me_land_3958,WDM,0.5628816,0.3087445,me_mirkwood_region,3,0.0089205,yes,realm-seat: The documented Woodmen settlement is the Woodmen realm seat.,accepted_required_frontier_owner
me_land_3959,HRA,0.6566545,0.8353688,me_near_harad_region,9,0.0504535,no,"Qarsad's inland Near Harad sphere, separated from Harnendor and Khand",accepted_frontier_polygon
me_land_3960,WILD,0.3543346,0.3668784,me_enedwaith_region,1,,no,deliberately unclaimed,wild_enedwaith
me_land_3961,UMB,0.5123321,0.9574988,me_umbar_region,9,0.0224889,no,Umbar coast and corsair hinterland,accepted_source_side_envelope
me_land_3962,ROH,0.5352869,0.4601856,me_rohan_region,9,0.1070986,no,"The Mark between Isen, Anduin, and White Mountains",accepted_source_side_envelope
me_land_3963,WILD,0.5943834,0.8617489,me_near_harad_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_3964,WILD,0.7782662,0.9242794,me_far_harad_region,10,,no,deliberately unclaimed,wild_unclaimed
me_land_3965,WILD,0.6031746,0.3654128,me_mirkwood_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_3966,GUN,0.5245421,0.1279922,me_grey_mountains_region,1,0.0511993,no,Gundabad and the northern mountain junction,accepted_source_side_envelope
me_land_3967,WILD,0.8129426,0.6482658,me_mordor_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_3968,WILD,0.3514042,0.1568149,me_north_arnor_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_3969,WILD,0.3623932,0.3590620,me_enedwaith_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_3970,RH2,0.8385836,0.2936004,me_rhun_region,9,0.0955809,no,southeastern Rhûn wain-kingdom beyond the Sea of Rhûn,accepted_frontier_polygon
me_land_3971,LIN,0.2390720,0.1724475,me_lindon_region,1,0.1501196,no,Lindon west of the Blue Mountains,accepted_source_side_envelope
me_land_3972,GON,0.6705739,0.7425501,me_south_gondor_region,1,0.2266782,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_3973,WILD,0.3836386,0.3942355,me_enedwaith_region,1,,no,deliberately unclaimed,wild_enedwaith
me_land_3974,UMB,0.4647131,0.9765511,me_umbar_region,9,0.0987273,no,Umbar coast and corsair hinterland,accepted_source_side_envelope
me_land_3975,SHI,0.3565324,0.2642892,me_shire_breeland_region,1,0.0406858,no,Shire bounds west of the Brandywine,accepted_source_side_envelope
me_land_3976,BLU,0.2791209,0.2081094,me_lindon_region,1,0.0394673,no,Surviving Ered Luin halls,accepted_source_side_envelope
me_land_3977,WILD,0.7970696,0.8295066,me_khand_region,10,,no,deliberately unclaimed,wild_unclaimed
me_land_3978,RHU,0.7250305,0.1553493,me_rhun_region,1,0.1305671,no,western Rhûn polity north and east of Dorwinion,accepted_frontier_polygon
me_land_3979,WILD,0.6778999,0.2613581,me_rhun_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_3980,WILD,0.6534799,0.4137763,me_brown_lands_region,9,,no,deliberately unclaimed,wild_buffer
me_land_3981,LIN,0.2307692,0.1846605,me_lindon_region,1,0.1621835,no,Lindon west of the Blue Mountains,accepted_source_side_envelope
me_land_3982,WILD,0.4368742,0.5319980,me_enedwaith_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_3983,WILD,0.7399267,0.9452858,me_far_harad_region,10,,no,deliberately unclaimed,wild_unclaimed
me_land_3984,WILD,0.7103785,0.4943820,me_rhun_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_3985,BEO,0.5347985,0.1695164,me_anduin_vale_region,1,0.0238416,no,Beorning crossings and upper Anduin vales,accepted_source_side_envelope
me_land_3986,WILD,0.3294261,0.3952125,me_enedwaith_region,2,,no,deliberately unclaimed,wild_enedwaith
me_land_3987,WILD,0.4109890,0.2911578,me_north_arnor_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_3988,MOR,0.6485958,0.5539814,me_mordor_region,1,0.0215404,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_3989,WILD,0.6481074,0.3004397,me_rhun_region,1,,no,deliberately unclaimed,wild_buffer
me_land_3990,RH2,0.8117216,0.2872496,me_rhun_region,9,0.0669865,no,southeastern Rhûn wain-kingdom beyond the Sea of Rhûn,accepted_frontier_polygon
me_land_3991,WILD,0.8302808,0.8236444,me_khand_region,10,,no,deliberately unclaimed,wild_unclaimed
me_land_3992,HFA,0.5870574,0.9311187,me_far_harad_region,10,0.0242332,no,represented northern fringe of Far Harad,accepted_frontier_polygon
me_land_3993,WILD,0.7286935,0.1060088,me_northern_wastes_region,1,,no,deliberately unclaimed,wild_forodwaith
me_land_3994,ROH,0.5474969,0.4831461,me_rohan_region,1,0.1121793,no,"The Mark between Isen, Anduin, and White Mountains",accepted_source_side_envelope
me_land_3995,WILD,0.7181929,0.6985833,me_mordor_region,8,,no,deliberately unclaimed,wild_unclaimed
me_land_3996,UMB,0.5565324,0.9115779,me_umbar_region,9,0.0968200,no,Umbar coast and corsair hinterland,accepted_source_side_envelope
me_land_3997,LOS,0.3924298,0.1035662,me_forochel_region,5,0.1080419,no,Lossoth settlements around the Icebay,accepted_source_side_envelope
me_land_3998,GON,0.5357753,0.6106497,me_anorien_region,1,0.0847878,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_3999,LOS,0.3069597,0.0874450,me_forochel_region,5,0.0732186,no,Lossoth settlements around the Icebay,accepted_source_side_envelope
me_land_4000,WILD,0.5235653,0.1954079,me_anduin_vale_region,1,,no,independent-highland: The Eagles' Eyrie is independent highland territory.,accepted_required_frontier_owner
me_land_4001,DOL,0.5572650,0.3688324,me_mirkwood_region,3,0.0172074,no,Arda Maps Mirkwood polygon: southern Dol Guldur shadow; Dol Guldur's southern Mirkwood shadow; Dol Guldur's southern Mirkwood shadow,accepted_source_zone_overlap
me_land_4002,LIN,0.3145299,0.2305813,me_lindon_region,1,0.0116085,no,Lindon west of the Blue Mountains,accepted_source_side_envelope
me_land_4003,KHA,0.7186813,0.7767465,me_khand_region,9,0.0824444,no,"Khand east and southeast of Mordor, excluding Far Harad",accepted_frontier_polygon
